id,product,amount,credit rating,cancellation,age
66767961,K1,111900,1,정상,57
66767961,K2,102900,1,정상,50
66768752,K1,96900,1,정상,51
66429138,K1,66900,2,정상,
66768702,K1,81900,1,정상,29
66768702,K2,81900,1,정상,58
66429148,K1,66900,1,정상,67
25740807,K1,81900,,정상,
25740807,K2,81900,,정상,
66769033,K1,96900,2,정상,21
66211502,K1,142200,1,정상,48
66769257,K2,96900,2,정상,51
66188169,K2,110700,7,정상,44
66768879,K1,96900,1,정상,38
66768638,K1,81900,6,정상,21
66768638,K2,81900,6,정상,53
66768543,K1,96900,2,정상,34
66768202,K2,90900,7,정상,56
66759381,K1,96900,3,정상,25
66768569,K1,111900,2,정상,38
66769131,K1,98400,6,정상,50
66769131,K2,89400,6,정상,83
66766108,K1,81900,1,정상,
66766108,K2,81900,1,정상,34
66768380,K1,81900,4,정상,45
66768380,K2,81900,4,정상,
66769291,K1,104400,5,정상,
66769291,K2,89400,5,정상,28
66267915,K1,96900,7,정상,29
66428670,K1,66900,5,정상,30
66767478,K1,81900,3,정상,
66767478,K2,81900,3,정상,52
66769002,K1,81900,4,정상,45
66769002,K2,81900,4,정상,46
66303989,K1,102900,2,정상,53
66769000,K2,90900,4,정상,43
66767670,K1,96900,4,정상,68
66768592,K1,81900,3,정상,64
66768592,K2,81900,3,정상,56
66178144,K1,96900,2,정상,39
66768853,K1,96900,,정상,
66769182,K1,105900,4,정상,56
66420071,K2,96900,6,정상,37
66768941,K1,89400,3,정상,34
66768941,K3,95400,3,정상,45
66769118,K1,96900,2,정상,62
66768800,K1,142200,1,정상,40
66769138,K1,81900,1,정상,51
66429676,K1,66900,1,정상,45
25789306,K1,78900,,정상,
66768866,K1,81900,2,정상,29
66768866,K2,81900,2,정상,29
66765375,K1,96900,1,정상,22
66766255,K1,96900,1,정상,42
66429738,K1,66900,3,정상,46
66429517,K1,66900,4,정상,73
66429776,K1,66900,5,정상,26
66553016,K2,90900,4,정상,30
66429043,K1,66900,4,정상,25
66768719,K1,81900,1,정상,56
66768719,K2,81900,1,정상,74
66429713,K1,66900,7,정상,43
25739439,K1,90900,,정상,
25739439,K2,72900,,정상,
66429740,K1,66900,4,정상,50
66429753,K1,66900,7,정상,46
66429449,K1,66900,3,정상,104
25792127,K1,66900,,정상,
66429511,K1,66900,8,정상,53
66726062,K1,66900,6,정상,61
25874348,K1,66900,,정상,
66429606,K1,66900,5,해약,46
66182204,K1,96900,3,정상,43
66429515,K1,66900,3,정상,50
66429556,K1,66900,3,정상,57
66371850,K1,66900,7,정상,25
66429438,K1,66900,4,정상,39
66765219,K1,96900,2,정상,62
66205516,K1,66900,5,정상,67
66512763,K1,66900,8,정상,62
66429411,K1,66900,7,정상,81
66429396,K1,66900,1,정상,42
66429338,K1,66900,5,정상,57
66429143,K1,75900,2,해약,50
66426257,K1,96900,3,정상,25
66429750,K1,66900,3,정상,45
66429152,K1,66900,2,해약,51
66429718,K1,66900,3,해약,32
66429558,K1,66900,6,정상,69
66766959,K1,96900,6,정상,
66429570,K1,66900,4,해약,25
66768497,K1,90900,8,정상,98
66768497,K2,81900,8,정상,49
66429784,K2,55200,2,,55
66332669,K1,66900,5,정상,63
66429601,K1,66900,3,정상,45
66429603,K1,66900,,해약,
66429475,K1,66900,8,해약,43
25740450,K1,66900,,정상,
66611091,K1,66900,6,해약,38
66429540,K1,66900,5,정상,50
25855126,K1,96600,,정상,
25772063,K1,66900,,정상,
66429793,K1,66900,1,정상,53
66769245,K2,90900,1,정상,73
66768924,K1,81900,1,정상,29
66768924,K2,81900,1,정상,31
66293366,K1,66900,6,해약,46
66429755,K1,66900,7,정상,28
66429576,K1,66900,6,정상,56
66773701,K1,66900,1,정상,43
66429519,K1,66900,2,정상,69
66429479,K1,66900,2,정상,
66429501,K1,66900,3,정상,
66429447,K1,66900,2,정상,24
66429579,K1,66900,1,정상,45
66429428,K1,66900,2,정상,39
66429402,K1,66900,3,정상,39
66633438,K1,105900,2,정상,39
66429587,K1,66900,4,정상,55
66429149,K1,66900,2,정상,47
66428772,K1,66900,2,정상,52
66429153,K1,66900,2,해약,50
25853452,K1,66900,,정상,
66429481,K1,66900,6,정상,44
66429541,K1,66900,3,정상,47
66429679,K1,66900,4,정상,36
66429316,K1,66900,3,해약,43
66429534,K1,66900,1,정상,61
66429232,K1,81900,,정상,
66429434,K1,66900,4,정상,24
66332262,K1,66900,4,해약,55
66429747,K1,66900,3,정상,55
66429622,K1,66900,5,정상,76
66429188,K1,81900,7,정상,49
66429412,K1,66900,3,정상,44
66764679,K1,81900,1,정상,32
66764679,K2,81900,1,정상,24
66768008,K1,81900,5,정상,57
66768008,K2,81900,5,정상,51
66768893,K1,105900,1,정상,50
66681992,K2,90900,2,정상,63
66767844,K2,96900,2,정상,44
66297458,K2,90900,2,정상,60
66148628,K1,96900,1,정상,
66769277,K1,96900,3,정상,41
66768461,K1,81900,2,정상,45
66768461,K2,81900,2,정상,31
66769204,K1,81900,4,정상,42
66769204,K2,81900,4,정상,41
66769138,K2,81900,1,정상,65
66766742,K1,111900,7,정상,62
66767746,K1,105900,2,정상,48
66769285,K5,120900,7,정상,26
66768405,K1,96900,7,정상,64
66769356,K1,96900,,정상,
66429884,K1,66900,8,정상,
66581431,K3,90900,1,정상,43
66763201,K2,96900,9,정상,29
66769178,K5,120900,1,정상,46
66769183,K2,87900,3,정상,57
66769092,K1,96900,1,정상,44
66769050,K1,96900,1,정상,
66764581,K2,96900,1,정상,35
66427581,K3,90900,1,정상,53
66769057,K1,105900,,정상,
66429830,K1,66900,4,정상,62
66646101,K1,98400,2,정상,57
66646101,K2,89400,2,정상,52
66427208,K1,96900,7,정상,47
66768847,K1,105900,4,정상,30
66769099,K1,96900,1,정상,40
66768654,K1,105900,7,정상,40
25762248,K2,87900,,정상,
66766352,K1,81900,8,정상,51
66766352,K2,81900,8,정상,22
66294370,K1,102900,5,정상,44
66426032,K1,96900,4,정상,48
66768632,K1,81900,3,정상,48
66768632,K2,81900,3,정상,39
66769199,K1,96900,6,정상,44
66768985,K1,105900,3,정상,51
66768560,K1,96900,7,정상,65
66429856,K1,66900,4,해약,47
66768586,K1,96900,2,정상,57
66768772,K1,111900,0,정상,58
66768273,K1,105900,1,정상,50
66560871,K1,98400,5,정상,29
66560871,K2,80400,5,정상,31
66766747,K1,105900,5,정상,25
66769158,K1,96900,7,정상,46
66769297,K1,142200,8,정상,64
66259670,K1,96900,6,정상,64
66766521,K1,81900,1,정상,41
66766521,K2,81900,1,정상,35
66769198,K1,81900,1,정상,35
66769198,K2,81900,1,정상,
66213071,K1,84900,4,정상,
66263405,K1,102900,6,정상,37
66769022,K1,105900,5,정상,46
66766879,K1,96900,3,정상,55
66768595,K2,90900,5,정상,55
66768642,K3,90900,1,정상,34
66426391,K1,84900,6,정상,54
25740544,K1,96900,,정상,
25740544,K1,105900,,정상,
66261102,K3,90900,3,정상,53
66211339,K1,96900,6,정상,46
66429990,K1,66900,3,해약,55
66768704,K1,81900,4,정상,72
66769166,K1,105900,1,정상,53
66430950,K2,78900,1,정상,89
25740504,K1,89400,,정상,
25740504,K3,95400,,정상,
66768577,K1,96900,1,정상,54
66308638,K1,96900,1,정상,
66769193,K1,96900,6,정상,36
66769359,K1,111900,5,정상,67
66768718,K1,81900,9,정상,61
66768718,K2,81900,9,정상,27
66180898,K1,102900,8,정상,41
66559211,K2,90900,1,정상,43
66769087,K1,105900,5,정상,69
66769188,K1,105900,1,정상,49
66769362,K1,111900,3,정상,38
66134589,K1,96900,,정상,
66292945,K1,96900,1,정상,38
66689738,K3,90900,7,정상,65
66431359,K2,90900,3,정상,64
66766016,K1,142200,1,정상,53
66768830,K1,81900,9,정상,33
66768830,K2,81900,9,정상,56
66768153,K1,96900,5,정상,47
66769394,K1,96900,6,정상,47
66769091,K2,87900,1,정상,43
25739418,K1,96900,,정상,
66767183,K1,105900,4,정상,49
25740500,K1,96900,,정상,
66431387,K1,102900,6,정상,26
66290815,K2,96900,1,정상,55
66429697,K1,66900,2,정상,50
66769110,K1,81900,3,정상,40
66769110,K2,81900,3,정상,26
66768870,K1,81900,1,정상,46
66768870,K2,81900,1,정상,47
66428400,K1,102900,1,정상,48
66768838,K1,96900,2,정상,76
66768986,K2,87900,6,정상,59
66757816,K1,81900,1,정상,
66757816,K2,81900,1,정상,44
66517888,K3,90900,2,정상,48
66769169,K2,102900,6,정상,57
66429668,K1,66900,2,정상,30
66768308,K2,87900,4,정상,64
66769377,K1,96900,2,정상,68
66769343,K1,111900,2,정상,37
66768720,K1,111900,1,정상,24
66769170,K1,96900,4,정상,29
66429947,K1,66900,7,정상,50
25740751,K1,118200,,정상,
66769413,K1,96900,7,정상,
66769068,K2,90900,5,정상,59
25740605,K1,111900,,정상,
66769372,K2,102900,7,정상,34
25740505,K1,96900,,정상,
66764334,K1,81900,5,정상,59
66764334,K2,81900,5,정상,69
66769003,K4,144900,3,정상,50
66429843,K1,66900,1,정상,39
66271238,K1,96900,9,정상,45
66427117,K1,96900,3,정상,48
66356780,K3,90900,1,정상,37
66769339,K1,87900,5,정상,55
66769011,K1,96900,5,정상,35
66429759,K1,66900,3,정상,30
66158512,K2,90900,8,정상,61
66765939,K1,96900,2,정상,35
66142799,K1,96900,2,정상,
66768416,K1,96900,1,정상,36
66768529,K3,102900,3,정상,58
66769276,K5,120900,3,정상,63
66769274,K1,96900,2,정상,46
66769264,K1,105900,1,정상,49
25740499,K1,96900,,정상,
66492321,K1,81900,1,정상,43
66492321,K2,81900,1,정상,46
66767830,K1,81900,4,정상,70
66767830,K2,81900,4,정상,34
66429059,K1,66900,4,해약,69
66429987,K1,66900,3,해약,37
66768658,K1,96900,1,정상,37
66160361,K1,96900,2,정상,44
66429756,K1,66900,2,정상,56
66429436,K1,66900,3,해약,43
66427903,K1,96900,3,정상,
66431285,K1,96900,3,정상,47
66699985,K2,90900,5,정상,
66769357,K1,96900,7,정상,44
66769336,K1,105900,2,정상,47
66764982,K1,81900,8,정상,46
66764982,K2,81900,8,정상,57
66427486,K1,96900,,정상,
66769308,K1,104400,2,정상,55
66769308,K3,95400,2,정상,34
66139030,K1,96900,1,정상,51
66145440,K1,96900,1,정상,51
66428792,K2,102900,1,정상,33
66428792,K1,84900,1,정상,26
66768910,K1,96900,9,정상,35
66769340,K1,96900,1,정상,48
66768403,K2,102900,1,정상,25
66725109,K3,90900,3,정상,53
66769001,K2,102900,5,정상,34
66348704,K1,96900,4,정상,20
66769392,K1,96900,6,정상,36
66205360,K1,105900,2,정상,51
66769400,K1,96900,2,정상,33
66769080,K1,96900,8,정상,39
66768919,K1,96900,6,정상,43
66769281,K1,96900,7,정상,54
66769303,K1,96900,7,정상,
66766884,K1,96900,5,정상,52
66769070,K1,81900,1,정상,72
66769070,K2,81900,1,정상,54
66766371,K1,105900,2,정상,31
66769269,K2,90900,6,정상,42
66428843,K1,96900,3,정상,
66769408,K1,96900,5,정상,34
66429935,K1,66900,4,정상,45
66766653,K1,105900,4,정상,49
25740546,K1,96900,,정상,
66768527,K1,96900,3,정상,60
66429700,K1,66900,7,정상,72
66769300,K1,105900,4,정상,28
66428740,K1,96900,3,정상,28
66203312,K1,96900,3,정상,54
66769396,K1,105900,3,정상,39
66764522,K1,81900,1,정상,51
66764522,K2,81900,1,정상,33
66769177,K1,111900,2,정상,67
66160275,K1,102900,3,정상,
66769333,K1,96900,5,정상,42
66499665,K1,102900,1,정상,37
66768982,K1,105900,1,정상,
66428165,K1,96900,2,정상,58
66428165,K2,96900,2,정상,52
25855369,K1,118200,,정상,
25855369,K1,118200,,정상,
25708416,K1,96900,,정상,
66765889,K1,111900,1,정상,52
66498074,K1,96900,3,정상,55
66767615,K1,96900,6,정상,68
66768541,K1,96900,7,정상,42
66422751,K1,96900,1,정상,54
66769335,K1,96900,6,정상,20
66768995,K1,96900,6,정상,42
66429952,K1,66900,7,정상,60
66330819,K1,102900,4,정상,36
66769279,K1,96900,5,정상,42
66244141,K2,90900,6,정상,27
66363815,K1,96900,2,정상,48
66769290,K5,120900,1,정상,55
66769327,K2,90900,9,정상,78
66768836,K1,96900,8,정상,34
66450194,K1,96900,4,정상,42
66768587,K1,105900,2,정상,41
66766699,K2,102900,2,정상,40
66757282,K1,81900,1,정상,55
66757282,K2,81900,1,정상,72
66768850,K1,96900,2,정상,51
66769114,K1,81900,1,정상,24
66769114,K2,81900,1,정상,38
66768703,K1,96900,5,정상,42
66769095,K1,96900,5,정상,39
66427915,K1,102900,6,정상,42
66760933,K1,96900,2,정상,
66189203,K1,81900,2,정상,27
66189203,K2,81900,2,정상,46
66769363,K1,96900,1,정상,50
66769365,K3,102900,2,정상,
66459634,K1,102900,1,정상,33
66769056,K2,87900,3,정상,48
66769253,K1,104400,5,정상,28
66769253,K2,89400,5,정상,81
66761681,K1,87900,3,정상,41
66429978,K1,66900,2,해약,37
25869517,K1,96900,,정상,
66767682,K1,81900,5,정상,41
66767682,K2,81900,5,정상,42
66767750,K1,96900,1,정상,60
66429826,K1,66900,1,해약,45
66769239,K1,105900,6,정상,47
66769140,K1,105900,4,정상,67
25855052,K1,66900,,정상,
66767324,K1,96900,6,정상,54
66296909,K1,96900,2,정상,93
66684728,K1,102900,,정상,
66769040,K1,105900,5,정상,47
66769073,K1,96900,1,정상,50
66747066,K1,96900,8,정상,44
66766230,K1,96900,1,정상,55
66768674,K1,96900,1,정상,30
66171286,K1,111900,1,정상,34
66429819,K1,96900,3,정상,69
66769045,K1,96900,1,정상,34
66722776,K1,66900,4,정상,44
66769321,K1,96900,2,정상,59
25873512,K1,96900,,정상,
25740654,K1,96900,,정상,
66768741,K1,81900,1,정상,27
66768741,K2,81900,1,정상,31
66429903,K1,66900,2,해약,67
66769325,K1,105900,3,정상,38
66768729,K1,96900,7,정상,
66755883,K1,81900,2,정상,39
66755883,K2,81900,2,정상,34
66646371,K1,96900,4,정상,69
66768816,K1,87900,6,정상,55
66215088,K1,96900,1,정상,30
66134123,K1,96900,1,정상,70
66769221,K1,98400,1,정상,47
66769221,K2,89400,1,정상,50
66769348,K1,96900,2,정상,51
66429754,K1,96900,5,정상,45
66769176,K1,124200,2,정상,53
66226957,K1,96900,4,정상,
25777820,K1,123000,,정상,
66768248,K1,96900,4,정상,78
66430038,K1,66900,2,정상,53
66760195,K1,96900,1,정상,28
66769302,K1,81900,1,정상,42
66769302,K2,81900,1,정상,23
66768481,K1,111900,2,정상,63
66429993,K1,66900,6,해약,50
66766061,K1,105900,4,정상,22
66768608,K2,96900,2,정상,45
25740648,K1,89400,,정상,
25740648,K2,89400,,정상,
66210751,K1,96900,2,정상,31
25745998,K1,66900,,정상,
66297736,K2,55200,7,정상,45
66429463,K1,66900,7,정상,41
66769358,K1,105900,6,정상,55
66429901,K1,75900,2,정상,51
66769341,K1,96900,4,정상,60
66295802,K1,66900,2,,
66769197,K1,96900,6,정상,41
66429631,K1,66900,4,해약,44
66769096,K1,81900,5,정상,34
66769096,K2,81900,5,정상,24
66702312,K3,102900,1,정상,53
66769271,K1,96900,6,정상,34
66428913,K1,66900,2,정상,41
66754937,K1,81900,4,정상,56
66754937,K2,81900,4,정상,30
66138620,K1,96900,8,정상,66
66769116,K1,96900,4,정상,55
66157926,K4,126900,5,정상,63
25772378,K1,96900,,정상,
25772378,K1,96900,,정상,
66429377,K1,96900,3,정상,50
66381710,K1,96900,4,정상,46
66429794,K1,66900,1,정상,65
66768790,K1,81900,4,정상,50
66768790,K2,81900,4,정상,74
66382557,K1,118200,5,정상,33
66768164,K1,96900,,정상,
66431212,K1,96900,4,정상,68
66769350,K1,105900,1,정상,55
66769370,K1,111900,7,정상,45
66202577,K1,96900,6,정상,34
66767741,K1,81900,7,정상,42
66767741,K2,81900,7,정상,51
66768777,K6,185700,2,정상,37
66768614,K1,116700,3,정상,51
66768614,K2,89400,3,정상,65
66335130,K2,87900,5,정상,46
66768921,K1,96900,1,정상,46
66427675,K1,66900,2,해약,45
66423212,K2,55200,2,해약,33
66768436,K1,96900,1,정상,44
25740766,K1,81900,,정상,
25740766,K2,81900,,정상,
66767415,K1,96900,1,정상,35
66671327,K2,102900,1,정상,61
66769146,K1,96900,2,정상,49
66421088,K1,84900,3,정상,51
66611832,K2,90900,7,정상,64
66768669,K1,96900,2,정상,54
66429726,K1,66900,5,정상,67
66769147,K1,81900,1,정상,
66769147,K2,81900,1,정상,32
66768753,K1,96900,2,정상,55
66265029,K1,96900,1,정상,35
25740565,K1,96900,,정상,
66768254,K1,81900,5,정상,35
66768254,K2,81900,5,정상,64
66429096,K1,102900,3,정상,83
66429096,K2,78900,3,정상,26
66769194,K1,81900,2,정상,32
66769194,K2,81900,2,정상,41
25736562,K1,96900,,정상,
66561105,K3,90900,1,정상,39
66769117,K3,90900,1,정상,56
25740553,K1,96900,,정상,
66769042,K1,105900,1,정상,24
66769071,K1,96900,4,정상,58
66430158,K1,96900,2,정상,56
66767874,K1,96900,2,정상,55
66769156,K1,96900,2,정상,30
66762286,K1,81900,1,정상,42
66762286,K2,81900,1,정상,36
66682168,K1,89400,6,정상,45
66682168,K2,89400,6,정상,29
66211582,K1,96900,1,정상,28
66766752,K1,81900,7,정상,70
66766752,K2,81900,7,정상,35
66432039,K1,102900,,정상,
66768991,K1,81900,5,정상,27
66768991,K2,81900,5,정상,59
25740529,K1,96900,,정상,
66768929,K1,81900,1,정상,48
66768929,K2,81900,1,정상,33
66769024,K1,96900,1,정상,37
66768571,K1,81900,2,정상,50
66768571,K2,81900,2,정상,52
25740501,K1,96900,,정상,
66768152,K1,96900,5,정상,
25740541,K1,124200,,정상,
66769093,K1,105900,8,정상,43
66437766,K2,90900,7,정상,32
66758708,K1,81900,1,정상,50
66758708,K2,81900,1,정상,64
25740528,K1,96900,,정상,
66428224,K1,96900,2,정상,64
66153424,K1,96900,1,정상,63
66768843,K1,96900,,정상,
66262803,K1,102900,1,정상,24
66768570,K1,81900,5,정상,
66768570,K2,81900,5,정상,48
66428215,K1,96900,3,정상,24
66768280,K1,96900,1,정상,62
66768757,K1,105900,,정상,
66768591,K1,81900,4,정상,57
66768591,K2,81900,4,정상,46
66769069,K1,96900,1,정상,56
66768882,K1,96900,3,정상,34
66170331,K1,111900,3,정상,52
66271501,K1,81900,1,정상,65
66271501,K2,81900,1,정상,54
66429670,K1,66900,5,정상,59
66769211,K1,96900,8,정상,37
25853452,K1,111900,,정상,
66769334,K1,104400,2,정상,52
66769334,K2,89400,2,정상,59
25731505,K1,115200,,정상,
66426363,K1,96900,3,정상,
66197747,K1,66900,2,정상,33
66429684,K1,96900,7,정상,41
66768920,K1,81900,3,정상,61
66768920,K2,81900,3,정상,62
66769379,K1,98400,2,정상,39
66769379,K2,89400,2,정상,37
66769382,K2,102900,4,정상,56
66769088,K1,96900,1,정상,42
25777820,K1,123000,,정상,
25777820,K1,123000,,정상,
66768807,K2,90900,2,정상,53
66768992,K1,105900,2,정상,22
66764166,K1,96900,1,정상,50
66769371,K3,102900,9,정상,38
66768499,K1,111900,4,정상,28
66884749,K1,81900,,해약,
66884749,K2,81900,,해약,
66767446,K1,81900,2,정상,53
66767446,K2,81900,2,정상,43
66765221,K1,96900,1,정상,72
66769402,K1,96900,2,정상,72
66768759,K1,81900,1,정상,69
66768759,K2,81900,1,정상,20
66429847,K1,66900,3,정상,59
66769164,K2,102900,1,정상,51
25855036,K1,66900,,정상,
66132438,K1,81900,1,정상,61
66132438,K2,81900,1,정상,33
66430013,K1,66900,6,정상,51
25740829,K1,96900,,정상,
66769129,K2,96900,2,정상,49
66768771,K1,96900,3,정상,66
66769034,K2,102900,2,정상,57
66426591,K2,90900,5,정상,38
66761275,K1,96900,2,정상,42
66769263,K1,81900,1,정상,32
66769263,K2,81900,1,정상,49
66431580,K1,96900,2,정상,38
66769102,K1,81900,1,정상,32
66769102,K2,81900,1,정상,35
66768961,K2,87900,4,정상,31
66685878,K2,87900,3,정상,50
66161382,K1,96900,4,정상,36
66769352,K1,111900,4,정상,42
66769288,K1,105900,1,정상,51
66768765,K1,96900,2,정상,29
66424275,K2,78900,2,정상,28
66768695,K1,81900,4,정상,67
66768695,K2,81900,4,정상,91
66182072,K2,55200,,정상,
66769031,K1,111900,3,정상,23
25740721,K1,96900,,정상,
66769203,K1,75900,,정상,
66767622,K4,144900,5,정상,51
66769326,K1,111900,3,정상,56
66157820,K1,81900,2,정상,61
66157820,K2,81900,2,정상,29
66767933,K1,96900,4,정상,35
66767754,K1,96900,1,정상,49
66769230,K4,126900,3,정상,58
66769230,K5,120900,3,정상,55
66769330,K1,105900,3,정상,75
25740503,K1,96900,,정상,
66769354,K1,98400,6,정상,48
66769354,K2,89400,6,정상,37
25854884,K1,96900,,정상,
66309249,K1,102900,3,정상,47
66291732,K3,90900,9,정상,58
66283370,K1,96900,1,정상,59
66769260,K1,96900,6,정상,66
66236315,K2,90900,2,정상,35
25855064,K1,66900,,정상,
25855064,K1,66900,,정상,
66429907,K1,66900,2,정상,61
25740562,K1,96900,,정상,
66768517,K1,81900,1,정상,
66768517,K2,81900,1,정상,49
66191697,K3,102900,3,정상,38
66207421,K1,96900,2,정상,52
66217519,K1,96900,2,정상,35
66768842,K1,81900,4,정상,60
66768842,K2,81900,4,정상,42
66429715,K1,66900,3,정상,72
66430800,K2,90900,2,정상,64
66768671,K1,96900,2,정상,45
66429698,K1,96900,1,정상,40
66594483,K2,90900,1,정상,26
66766032,K1,96900,8,정상,47
66327824,K2,90900,2,정상,32
66430075,K1,66900,3,정상,37
66768643,K2,102900,1,정상,62
66768001,K3,90900,1,정상,27
66768766,K1,96900,2,정상,43
25770087,K1,111900,,정상,
66429728,K1,66900,2,정상,45
25709610,K1,96900,,정상,
25739505,K1,118200,,정상,
66242863,K1,96900,6,정상,30
66769218,K1,96900,6,정상,64
66429401,K1,66900,4,정상,50
66769856,K1,105900,1,정상,64
66271139,K1,87900,1,정상,43
66482417,K3,90900,4,정상,35
25721369,K1,96900,,정상,
25721369,K2,102900,,정상,
66159134,K1,102900,2,정상,67
66429936,K1,66900,4,정상,62
66769860,K1,111900,3,정상,44
66647835,K1,96900,5,정상,65
66769768,K1,96900,2,정상,41
66769841,K1,96900,1,정상,63
66430220,K1,66900,5,해약,40
66425439,K1,96900,4,정상,40
25741679,K1,81900,,정상,
25741679,K2,81900,,정상,
66769888,K1,105900,5,정상,50
25740644,K2,87900,,정상,
25740644,K5,120900,,정상,
25740644,K1,105900,,정상,
66769932,K1,96900,2,정상,52
66769940,K1,96900,3,정상,29
66427386,K1,84900,2,정상,36
66767885,K1,96900,1,정상,42
66748885,K2,90900,5,정상,65
66769728,K1,81900,2,정상,63
66769728,K2,81900,2,정상,55
66766677,K4,125700,1,정상,31
66769847,K1,105900,2,정상,47
66767723,K1,81900,7,정상,45
66767723,K2,81900,7,정상,55
25740443,K1,108900,,정상,
66769526,K1,96900,1,정상,50
66769921,K2,90900,6,정상,30
25740555,K1,96900,,정상,
66769469,K1,105900,2,정상,70
66192593,K1,96900,1,정상,44
66769984,K1,96900,4,정상,56
66769717,K1,87900,1,정상,57
66229165,K1,105900,1,정상,52
66769982,K1,87900,2,정상,50
66769861,K1,105900,2,정상,
66759807,K1,105900,1,정상,30
66769986,K1,105900,1,정상,61
66769507,K1,96900,1,정상,66
66429403,K1,66900,4,정상,
66148297,K1,96900,2,정상,29
66769606,K1,96900,2,정상,56
66766743,K1,124200,8,정상,61
25696381,K1,124200,,정상,
66768272,K1,111900,2,정상,68
66769872,K1,105900,9,정상,40
25740548,K1,96900,,정상,
25734566,K1,96900,,정상,
66768487,K1,145200,2,정상,49
66768487,K1,145200,2,정상,48
66769696,K2,87900,1,정상,41
66769604,K1,105900,2,정상,57
66769722,K1,81900,4,정상,49
66769722,K2,81900,4,정상,50
66769906,K1,105900,3,정상,38
66767777,K1,105900,4,정상,49
66760357,K2,96900,2,정상,37
66769551,K5,120900,3,정상,43
66769615,K1,81900,2,정상,39
66769615,K2,81900,2,정상,49
66767575,K1,111900,2,정상,48
25719083,K1,124200,,정상,
66768478,K2,90900,5,정상,26
66768478,K2,90900,5,정상,43
66877739,K1,96900,,해약,
66769628,K1,111900,1,정상,35
66769505,K1,96900,5,정상,67
66769972,K1,105900,1,정상,56
66304956,K1,111900,6,정상,
66769798,K1,105900,4,정상,56
66769191,K1,105900,2,정상,58
66769675,K1,89400,2,정상,32
66769675,K2,89400,2,정상,53
66769727,K5,120900,5,정상,22
66769582,K2,90900,5,정상,40
66769582,K2,90900,5,정상,48
66430364,K1,96900,2,정상,46
66769470,K1,105900,1,정상,39
66767945,K1,98400,1,정상,
66767945,K2,89400,1,정상,47
25741106,K1,145200,,정상,
66769709,K1,107700,1,정상,52
66769709,K2,89400,1,정상,42
66769406,K1,96900,5,정상,45
66769588,K1,105900,1,정상,34
66769574,K1,105900,2,정상,31
66769209,K1,81900,3,정상,51
66769209,K2,81900,3,정상,57
66713295,K1,96900,5,정상,88
66671275,K5,120900,1,정상,48
66768233,K1,96900,,정상,
66769720,K1,96900,1,정상,59
66769063,K1,81900,8,정상,29
66769063,K2,81900,8,정상,44
66769669,K1,105900,2,정상,41
66549492,K3,90900,3,정상,32
66171699,K1,96900,2,정상,52
66769407,K1,96900,4,정상,47
66769613,K1,96900,4,정상,47
66769643,K1,96900,3,정상,50
66769006,K1,96900,1,정상,58
66769959,K1,96900,4,정상,38
66767829,K1,87900,9,정상,71
66769879,K1,111900,5,정상,39
66127223,K1,66900,6,정상,54
66769747,K1,96900,3,정상,
66768382,K1,105900,,정상,
66600332,K3,90900,6,정상,28
66430140,K1,66900,4,정상,38
66922807,K1,66900,,해약,
66769689,K1,96900,7,정상,
66769726,K1,105900,2,정상,
66768686,K1,81900,1,정상,58
66768686,K2,81900,1,정상,25
66428722,K1,96900,2,정상,30
66769585,K1,111900,1,정상,58
25855012,K1,66900,,정상,
66295314,K1,96900,1,정상,33
25865020,K2,90900,,정상,
66768024,K1,81900,1,정상,39
66768024,K2,81900,1,정상,43
66768700,K1,81900,1,정상,25
66768700,K2,81900,1,정상,43
66550209,K3,90900,,정상,
66769270,K2,90900,5,정상,66
25740432,K1,96900,,정상,
66691124,K3,90900,3,정상,44
66883537,K1,96900,1,해약,57
66769914,K1,96900,8,정상,27
66769640,K1,105900,5,정상,43
66263273,K1,96900,2,정상,32
25740431,K1,96900,,정상,
66767932,K1,90900,7,정상,53
66767932,K2,81900,7,정상,65
66769304,K3,102900,6,정상,46
66767507,K1,105900,3,정상,53
66764348,K1,81900,3,정상,41
66764348,K2,81900,3,정상,40
66769766,K1,105900,1,정상,31
66769677,K2,90900,3,정상,55
66429751,K1,66900,4,정상,70
66429751,K1,66900,4,정상,43
66769803,K1,105900,4,정상,42
25740576,K1,96900,,정상,
66210077,K1,105900,1,정상,24
66769687,K1,81900,6,정상,51
66769687,K2,81900,6,정상,72
66766837,K1,81900,5,정상,56
66766837,K2,81900,5,정상,50
66588263,K1,96900,3,정상,26
66769518,K1,96900,6,정상,58
66429212,K1,66900,4,정상,54
25833494,K1,96900,,정상,
66447664,K1,96900,2,정상,43
66769581,K1,81900,2,정상,42
66769581,K2,81900,2,정상,44
66230406,K1,96900,1,정상,47
66769781,K1,96900,6,정상,70
66769672,K1,96900,4,정상,44
66769724,K1,96900,6,정상,38
66769876,K1,96900,3,정상,42
66687953,K3,90900,3,정상,45
66769909,K1,81900,4,정상,55
66319155,K1,96900,1,정상,59
66769909,K2,81900,4,정상,28
66769946,K1,96900,2,정상,50
66430202,K1,66900,6,정상,50
66764219,K1,81900,4,정상,63
66764219,K2,81900,4,정상,41
66290156,K1,96900,6,정상,46
66769252,K2,90900,7,정상,48
66769514,K1,96900,8,정상,25
66190376,K1,96900,4,정상,
66430008,K1,66900,4,정상,
66769793,K1,96900,5,정상,
